,team1,team2,score1,score2,time_completed,round_info,tournament_name,match_page,tournament_icon
2,NUTURN,Fnatic,1,2,6mo ago,Main Event-Lower Final,Valorant Champions Tour Stage 2: Masters Reykjavik,/19088/nuturn-vs-fnatic-valorant-champions-tour-stage-2-masters-reykjavik-main-event-lbf,https://owcdn.net/img/603bfd7bf3f54.png
3,Fnatic,Team Liquid,2,0,6mo ago,Main Event-Lower Round 4,Valorant Champions Tour Stage 2: Masters Reykjavik,/19087/fnatic-vs-team-liquid-valorant-champions-tour-stage-2-masters-reykjavik-main-event-lr4,https://owcdn.net/img/603bfd7bf3f54.png
4,KaiXin Esports,ShanXi Gaming,0,2,6mo ago,Playoffs-Bronze Final,Star Project: Season 1,/19612/kaixin-esports-vs-shanxi-gaming-star-project-season-1-bf,https://owcdn.net/img/60aa301e3fa89.png
5,Tyrant Esports,Nebula,2,0,6mo ago,Swiss Group Stage-Round 5,AOC Rising Heroes ANZ 2021,/20612/tyrant-esports-vs-nebula-aoc-rising-heroes-anz-2021-swiss-groups-r5,https://owcdn.net/img/60470cbf0f589.png
6,Genuine Gaming,Dire Wolves,0,2,6mo ago,Swiss Group Stage-Round 5,AOC Rising Heroes ANZ 2021,/20613/genuine-gaming-vs-dire-wolves-aoc-rising-heroes-anz-2021-swiss-groups-r5,https://owcdn.net/img/60470cbf0f589.png
7,Paradox Esports,Tilted,2,1,6mo ago,Swiss Group Stage-Round 5,AOC Rising Heroes ANZ 2021,/20614/paradox-esports-vs-tilted-aoc-rising-heroes-anz-2021-swiss-groups-r5,https://owcdn.net/img/60470cbf0f589.png
8,Shadownet,Genuine Gaming,0,2,6mo ago,Swiss Group Stage-Round 4,AOC Rising Heroes ANZ 2021,/20547/shadownet-vs-genuine-gaming-aoc-rising-heroes-anz-2021-swiss-groups-r4,https://owcdn.net/img/60470cbf0f589.png
9,Bandits,Tyrant Esports,0,2,6mo ago,Swiss Group Stage-Round 4,AOC Rising Heroes ANZ 2021,/20548/bandits-vs-tyrant-esports-aoc-rising-heroes-anz-2021-swiss-groups-r4,https://owcdn.net/img/60470cbf0f589.png
10,Wildcard Gaming,Nebula,2,0,6mo ago,Swiss Group Stage-Round 4,AOC Rising Heroes ANZ 2021,/20543/wildcard-gaming-vs-nebula-aoc-rising-heroes-anz-2021-swiss-groups-r4,https://owcdn.net/img/60470cbf0f589.png
11,McBTSMac,Dire Wolves,2,0,6mo ago,Swiss Group Stage-Round 4,AOC Rising Heroes ANZ 2021,/20544/mcbtsmac-vs-dire-wolves-aoc-rising-heroes-anz-2021-swiss-groups-r4,https://owcdn.net/img/60470cbf0f589.png
12,Mindfreak,Tilted,2,0,6mo ago,Swiss Group Stage-Round 4,AOC Rising Heroes ANZ 2021,/20545/mindfreak-vs-tilted-aoc-rising-heroes-anz-2021-swiss-groups-r4,https://owcdn.net/img/60470cbf0f589.png
13,Paradox Esports,Eshays,2,0,6mo ago,Swiss Group Stage-Round 4,AOC Rising Heroes ANZ 2021,/20546/paradox-esports-vs-eshays-aoc-rising-heroes-anz-2021-swiss-groups-r4,https://owcdn.net/img/60470cbf0f589.png
14,Sentinels,NUTURN,2,0,6mo ago,Main Event-Upper Final,Valorant Champions Tour Stage 2: Masters Reykjavik,/19080/sentinels-vs-nuturn-valorant-champions-tour-stage-2-masters-reykjavik-main-event-ubf,https://owcdn.net/img/603bfd7bf3f54.png
15,Team Vikings,Team Liquid,0,2,6mo ago,Main Event-Lower Round 3,Valorant Champions Tour Stage 2: Masters Reykjavik,/19086/team-vikings-vs-team-liquid-valorant-champions-tour-stage-2-masters-reykjavik-main-event-lr3,https://owcdn.net/img/603bfd7bf3f54.png
16,Version1,Fnatic,0,2,6mo ago,Main Event-Lower Round 3,Valorant Champions Tour Stage 2: Masters Reykjavik,/19085/version1-vs-fnatic-valorant-champions-tour-stage-2-masters-reykjavik-main-event-lr3,https://owcdn.net/img/603bfd7bf3f54.png
17,Team Liquid,KRÜ Esports,2,0,6mo ago,Main Event-Lower Round 2,Valorant Champions Tour Stage 2: Masters Reykjavik,/19084/team-liquid-vs-kr-esports-valorant-champions-tour-stage-2-masters-reykjavik-main-event-lr2,https://owcdn.net/img/603bfd7bf3f54.png
18,Fnatic,X10 CRIT,2,0,6mo ago,Main Event-Lower Round 2,Valorant Champions Tour Stage 2: Masters Reykjavik,/19083/fnatic-vs-x10-esports-valorant-champions-tour-stage-2-masters-reykjavik-main-event-lr2,https://owcdn.net/img/603bfd7bf3f54.png
19,Version1,NUTURN,1,2,6mo ago,Main Event-Upper Semifinals,Valorant Champions Tour Stage 2: Masters Reykjavik,/19079/version1-vs-nuturn-valorant-champions-tour-stage-2-masters-reykjavik-main-event-ubsf,https://owcdn.net/img/603bfd7bf3f54.png
20,Sentinels,Team Vikings,2,0,6mo ago,Main Event-Upper Semifinals,Valorant Champions Tour Stage 2: Masters Reykjavik,/19078/sentinels-vs-team-vikings-valorant-champions-tour-stage-2-masters-reykjavik-main-event-ubsf,https://owcdn.net/img/603bfd7bf3f54.png
21,Sharks Esports,KRÜ Esports,0,2,6mo ago,Main Event-Lower Round 1,Valorant Champions Tour Stage 2: Masters Reykjavik,/19082/sharks-esports-vs-kr-esports-valorant-champions-tour-stage-2-masters-reykjavik-main-event-lr1,https://owcdn.net/img/603bfd7bf3f54.png
22,X10 CRIT,Crazy Raccoon,2,0,6mo ago,Main Event-Lower Round 1,Valorant Champions Tour Stage 2: Masters Reykjavik,/19081/x10-esports-vs-crazy-raccoon-valorant-champions-tour-stage-2-masters-reykjavik-main-event-lr1,https://owcdn.net/img/603bfd7bf3f54.png
23,Sentinels,Fnatic,2,0,6mo ago,Main Event-Upper Quarterfinals,Valorant Champions Tour Stage 2: Masters Reykjavik,/19073/sentinels-vs-fnatic-valorant-champions-tour-stage-2-masters-reykjavik-main-event-ubqf,https://owcdn.net/img/603bfd7bf3f54.png
24,Team Liquid,Version1,1,2,6mo ago,Main Event-Upper Quarterfinals,Valorant Champions Tour Stage 2: Masters Reykjavik,/19076/team-liquid-vs-version1-valorant-champions-tour-stage-2-masters-reykjavik-main-event-ubqf,https://owcdn.net/img/603bfd7bf3f54.png
25,Team Vikings,X10 CRIT,2,0,6mo ago,Main Event-Upper Quarterfinals,Valorant Champions Tour Stage 2: Masters Reykjavik,/19074/team-vikings-vs-x10-esports-valorant-champions-tour-stage-2-masters-reykjavik-main-event-ubqf,https://owcdn.net/img/603bfd7bf3f54.png
26,Shadownet,McTeam,2,0,6mo ago,Group Stage-Week 2,LPL Autumn Cup Legends 2021,/19685/shadownet-vs-mcteam-lpl-autumn-cup-legends-2021-group-stage-w2,https://owcdn.net/img/5f471342b2dff.png
27,Team Bliss,Tyrant Esports,2,1,6mo ago,Group Stage-Week 2,LPL Autumn Cup Legends 2021,/19684/team-bliss-vs-tyrant-esports-lpl-autumn-cup-legends-2021-group-stage-w2,https://owcdn.net/img/5f471342b2dff.png
28,Sharks Esports,NUTURN,1,2,6mo ago,Main Event-Upper Quarterfinals,Valorant Champions Tour Stage 2: Masters Reykjavik,/19075/sharks-esports-vs-nuturn-valorant-champions-tour-stage-2-masters-reykjavik-main-event-ubqf,https://owcdn.net/img/603bfd7bf3f54.png
29,Version1,Crazy Raccoon,2,0,7mo ago,Main Event-Upper Round 1,Valorant Champions Tour Stage 2: Masters Reykjavik,/19072/version1-vs-crazy-raccoon-valorant-champions-tour-stage-2-masters-reykjavik-main-event-ur1,https://owcdn.net/img/603bfd7bf3f54.png
30,Fnatic,KRÜ Esports,2,0,7mo ago,Main Event-Upper Round 1,Valorant Champions Tour Stage 2: Masters Reykjavik,/19071/fnatic-vs-kr-esports-valorant-champions-tour-stage-2-masters-reykjavik-main-event-ur1,https://owcdn.net/img/603bfd7bf3f54.png
31,Bandits,Eshays,0,2,7mo ago,Group Stage-Week 2,LPL Autumn Cup Legends 2021,/19683/bandits-vs-eshays-lpl-autumn-cup-legends-2021-group-stage-w2,https://owcdn.net/img/5f471342b2dff.png
